internal_id,external_id,image_external_id,image_file,image_path,image_url,ID方式,external_id状態,英傑名,職,職業,コスト,因子1,因子2,因子3,因子4,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,ID対応状況,ID対応方法,ID元英傑名,育成技能1,育成技能2,育成技能3,追加更新,技能,詳細,確認状態,主キー運用,external_id運用メモ
EIK_0078,23830402,23830402,23830402.webp,images/eiketsu/23830402.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/23830402.webp,独自ID,元サイトIDあり,石川数正,薬師,神主/巫女,6,雅楽,外交官,対象外,対象外,21161,13728,1003,1002,822,1871,2629,748,669,643,1127,ID確定,英傑名完全一致,石川数正,魅力修練志向Lv.1,知力上昇率向上Lv.1,,2025/8/20,渦雷封縛陣,敵全体に土属性術攻撃を行い、土・火属性呪詛と、行動ごとに生命力と気合にダメージを与える状態を付与する。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0079,22319501,22319501,22319501.webp,images/eiketsu/22319501.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/22319501.webp,独自ID,元サイトIDあり,赤尾清綱,薬師,薬師,6,修験道,名臣,対象外,対象外,26415,14368,800,1339,1096,1843,1638,891,873,889,1470,ID確定,英傑名完全一致,赤尾清綱,生命修練上昇Lv.1,,,2025/8/20,海赤雨の将風,敵全体に風属性の術攻撃を放ち、器用さを下げる呪詛効果を付加する。 ,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0080,59966628,59966628,59966628.webp,images/eiketsu/59966628.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/59966628.webp,独自ID,元サイトIDあり,望月吉棟,忍者,忍者,6,暗殺術,忍び,対象外,対象外,24591,11521,2392,985,1763,818,1454,750,764,768,782,ID確定,英傑名完全一致,望月吉棟,器用上昇率向上Lv.1,腕力上昇率向上Lv.1,,2025/8/20,兇殺の刃,敵単体に守護術の影響を受けない近接攻撃を行う。 ,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0081,71616907,71616907,71616907.webp,images/eiketsu/71616907.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/71616907.webp,独自ID,元サイトIDあり,陶晴賢,陰陽師,陰陽師,7,陰陽道,才腕,野心家,対象外,35860,26742,1621,2209,1953,2968,3129,2728,3093,2801,2891,ID確定,英傑名完全一致,陶晴賢,知力上昇Lv.5,水属性上昇Lv.3,知力修練志向Lv.1,2025/8/6,興亡無常,敵単体に水属性術攻撃を行い、四象（水）の力を１個蓄積する。敵全体に水属性術攻撃を行い、物理・術耐性を低下させる。場の水属性を徐々に上げる。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0082,65288117,65288117,65288117.webp,images/eiketsu/65288117.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/65288117.webp,独自ID,元サイトIDあり,山中鹿之介,侍,侍,7,武芸,勇将,根性,猛将,36581,21402,3124,1897,2411,2219,2919,2132,2197,2800,2152,候補反映,JSON側のみ候補名を反映: 山中鹿之介,山中鹿之介,腕力上昇Lv.5,腕力上昇率向上Lv.3,生命修練上昇Lv.1,2025/8/6,閃く三日月,敵単体に近接攻撃を行い、四象（火）の力を１個蓄積する。敵全体に間接攻撃を行い、物理耐性を低下。自身の残り生命力に応じ威力増。自陣営の士気玉を１つ追加。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0083,89823774,89823774,89823774.webp,images/eiketsu/89823774.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/89823774.webp,独自ID,元サイトIDあり,豊臣秀吉,侍,侍,8,軍学,世渡り上手,野心家,才腕,38264,20336,2399,2229,1982,3006,2665,2598,2661,2843,2751,ID確定,英傑名完全一致,豊臣秀吉,知力上昇率向上Lv.5,生命上昇Lv.3,知力上昇Lv.1,2025/7/2,天下惣無事,敵全体に火属性術攻撃を行う。自身の生命力割合に応じて威力上昇。さらに敵全体の知力・魅力・術耐性・与ダメージを低下させ、自身の攻撃術の効果を上昇させる。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0084,17916985,17916985,17916985.webp,images/eiketsu/17916985.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/17916985.webp,独自ID,元サイトIDあり,高台院,神主・巫女,神主/巫女,7,雅楽,内助の功,長寿,明敏,32208,25095,2018,1575,1396,2677,3094,2323,2123,2019,2168,ID確定,英傑名完全一致,高台院,知力上昇Lv.5,魅力上昇率向上Lv.3,魅力上昇Lv.1,2025/7/2,湖月遍照,味方全体の攻撃力・知力・魅力を上昇させ、３回まで被回復量を大きく上昇させる。さらに衝撃誘爆状態・属性蓄積状態を１つ解除し、呪詛を５つ解除する。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0085,68360833,68360833,68360833.webp,images/eiketsu/68360833.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/68360833.webp,独自ID,元サイトIDあり,愛姫(起源),神主・巫女,神主/巫女,7,神道,明敏,内助の功,対象外,32130,25626,3147,1701,2117,2443,3085,2399,2353,2377,2462,ID確定,英傑名完全一致,愛姫(起源),知力上昇Lv.5,水属性上昇Lv.3,知力上昇率向上Lv.1,2025/6/4,三途の川渡り,ランダムな敵３体に間接攻撃を行い、継続ダメージを与える。敵が沈黙、麻痺、継続ダメージ状態になった時、２回まで味方全体の生命力を回復し、物理・術耐性を上昇。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0086,37184384,37184384,37184384.webp,images/eiketsu/37184384.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/37184384.webp,独自ID,元サイトIDあり,毛利勝永,侍,侍,7,軍学,勇将,根性,対象外,40234,18541,2734,2245,1676,2109,2870,1674,1715,1616,1773,ID確定,英傑名完全一致,毛利勝永,生命上昇Lv.5,生命修練志向Lv.3,生命上昇率向上Lv.1,2025/6/1,将星の血戦,敵全体に間接物理攻撃を行いつつ注意を引きつける。自身の残り生命力に応じ威力増。自身の生命力の最大値を上げ、生命力を回復する。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0087,76290933,76290933,76290933.webp,images/eiketsu/76290933.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/76290933.webp,独自ID,元サイトIDあり,香宗我部親泰,侍,侍,6,軍学,知将,才腕,対象外,30103,13989,1544,1566,1300,1846,1987,1540,1800,1448,1550,ID確定,英傑名完全一致,香宗我部親泰,知力上昇Lv.1,知力修練志向Lv.1,,2025/6/1,四海の潮鳴り,敵全体に水属性術攻撃を行い、術耐性を低下させる。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0088,18693490,18693490,18693490.webp,images/eiketsu/18693490.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/18693490.webp,独自ID,元サイトIDあり,井伊直政(勇猛),侍,侍,7,武芸,猛将,鬼,対象外,32277,21870,3124,1774,2439,2703,2919,2334,2524,2832,2331,ID確定,英傑名完全一致,井伊直政(勇猛),腕力上昇Lv.5,火属性上昇率向上Lv.3,火属性上昇Lv.1,2025/4/7,降三世劫火,敵全体に間接攻撃と火属性術攻撃、生命力が80%以上の敵に追加ダメージ。自身の知力・魅力を上昇、人間種族への与ダメージ増加状態を付与。場の火属性を徐々に上げる。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0089,42143972,42143972,42143972.webp,images/eiketsu/42143972.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/42143972.webp,独自ID,元サイトIDあり,村上義清,僧,僧,7,僧兵,猛将,根性,対象外,32487,20123,3293,1602,2231,2461,2861,2102,2477,2334,2188,ID確定,英傑名完全一致,村上義清,腕力上昇Lv.5,腕力修練志向Lv.3,魅力上昇率向上Lv.1,2025/4/7,一騎断魂,敵単体に近接攻撃を行い、蘇生不可状態にする。味方全体の攻撃力と物理・術耐性を上昇させる。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0090,16496464,16496464,16496464.webp,images/eiketsu/16496464.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/16496464.webp,独自ID,元サイトIDあり,渡辺守綱,侍,侍,6,武芸,猛将,長寿,対象外,31133,16393,2401,1146,1897,1290,2451,1522,1580,1514,1509,ID確定,英傑名完全一致,渡辺守綱,腕力上昇Lv.1,腕力修練志向Lv.1,,2025/4/7,槍半蔵疾槍破,敵全体に間接物理攻撃を行う。鬼種族に追加ダメージ。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0091,68061367,68061367,68061367.webp,images/eiketsu/68061367.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/68061367.webp,独自ID,元サイトIDあり,豊臣秀次,薬師,薬師,6,医学,知将,文化人,対象外,29346,16900,1052,1474,1774,2515,2608,1701,1775,1696,1694,ID確定,英傑名完全一致,豊臣秀次,知力上昇Lv.1,知力修練志向Lv.1,,2025/1/23,古典の教え,味方全体の生命力を最大値を超えて回復する。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0092,87875464,87875464,87875464.webp,images/eiketsu/87875464.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/87875464.webp,独自ID,元サイトIDあり,細川忠興(山紫),陰陽師,陰陽師,7,仙道,鬼,文化人,対象外,31107,22707,2092,1773,2163,2950,2853,2502,2997,2641,2678,ID確定,英傑名完全一致,細川忠興(山紫),知力修練志向Lv.5,知力上昇率向上Lv.3,魅力上昇Lv.1,2024/12/3,三斎雪華陣,敵単体と敵全体に水属性術攻撃、対象の生命力に応じ威力増、継続ダメージを与え、知力・魅力・術耐性を低下させる。敵か味方が戦闘不能になった時、敵全体の被害を上昇。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0093,73754285,73754285,73754285.webp,images/eiketsu/73754285.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/73754285.webp,独自ID,元サイトIDあり,大内義隆,傾奇者,傾奇者,7,四象,才腕,文化人,対象外,32425,21121,2484,1441,2258,2868,2858,2516,2850,2638,2692,ID確定,英傑名完全一致,大内義隆,水属性上昇Lv.5,知力上昇Lv.3,水属性上昇率向上Lv.1,2024/12/3,千歌万来,味方3体の知力・魅力・属性値を上げ、固定ダメージを追加する状態と水属性の槌効果を付与。場の水属性を徐々に上げる。属性付与を打ち消す特定の妖術を一度だけ防ぐ。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0094,54764938,54764938,54764938.webp,images/eiketsu/54764938.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/54764938.webp,独自ID,元サイトIDあり,金森長近,傾奇者,傾奇者,6,四象,勇将,文化人,対象外,25165,17067,2796,1156,2148,1684,2256,1513,1623,1470,1440,ID確定,英傑名完全一致,金森長近,腕力上昇Lv.1,腕力修練志向Lv.1,,2024/12/3,水刃の旋舞,敵単体に近接物理攻撃と水属性術攻撃を行う。場の水属性を徐々に上げる。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0095,65584396,65584396,65584396.webp,images/eiketsu/65584396.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/65584396.webp,独自ID,元サイトIDあり,柳生宗矩,侍,侍,7,武芸,才腕,文化人,剣豪,30932,21089,3147,1706,2551,2555,2639,2440,2502,2423,2880,ID確定,英傑名完全一致,柳生宗矩,腕力上昇率向上Lv.5,腕力修練志向Lv.3,腕力上昇Lv.1,2024/11/1,豪剣一閃,敵単体に近接攻撃と風属性術攻撃を行い、命中力・回避力を大きく低下させる。味方全体に術軽減状態を付与し、物理攻撃のダメージを増加させる。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0096,91459339,91459339,91459339.webp,images/eiketsu/91459339.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/91459339.webp,独自ID,元サイトIDあり,大久保忠世,鍛冶屋,鍛冶屋,6,鉄砲鍛冶,才腕,外交官,対象外,27963,16851,2698,1784,1970,1466,2364,1328,1359,1310,1392,ID確定,英傑名完全一致,大久保忠世,腕力上昇Lv.1,腕力修練志向Lv.1,,2024/11/1,闇夜奇襲,敵全体に間接物理攻撃を行い、確率で行動不能にする。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0097,70039362,70039362,70039362.webp,images/eiketsu/70039362.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/70039362.webp,独自ID,元サイトIDあり,妙玖,僧,僧,6,仏門,内助の功,対象外,対象外,29283,15561,1205,1604,1132,2409,2118,2024,2058,1954,2068,ID確定,英傑名完全一致,妙玖,知力上昇Lv.1,気合修練志向Lv.1,,2026/4/8,百万一心への助,敵単体に風属性術攻撃を行い、味方全体の知力・魅力を上昇させる。自陣営の士気玉を1つ追加。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0098,55608273,55608273,55608273.webp,images/eiketsu/55608273.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/55608273.webp,独自ID,元サイトIDあり,義姫,薬師,薬師,7,修験道,明敏,野心家,鬼,32965,21799,1275,2177,1939,2887,3037,2545,2748,2356,2419,ID確定,英傑名完全一致,義姫,魅力上昇Lv.5,知力上昇Lv.3,魅力上昇率向上Lv.1,2024/7/30,鬼姫の慈愛,味方全体の生命力を回復し、物理・術耐性を上昇、生命継続減少状態を解除。味方が継続ダメージを受けた時に追加行動を行う状態を自身に付与。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0099,27244702,27244702,27244702.webp,images/eiketsu/27244702.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/27244702.webp,独自ID,元サイトIDあり,明石全登,侍,侍,7,武士道,明敏,神仏の徒,博識,37637,21747,2295,2232,2046,2229,3046,2462,2396,2294,2389,ID確定,英傑名完全一致,明石全登,生命上昇率向上Lv.5,魅力上昇Lv.3,生命上昇Lv.1,2024/7/30,安らぎの聖域,敵全体に無属性術攻撃を行いつつ注意を引きつける。自身に物理被害変換の強結界と、術被害の一部を継続ダメージに変換する状態をつける。地勢をすべて打ち消す。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0100,59432769,59432769,59432769.webp,images/eiketsu/59432769.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/59432769.webp,独自ID,元サイトIDあり,竹中重門,薬師,薬師,6,神通力,明敏,野心家,対象外,27452,16515,1002,1448,1488,2474,2594,1506,1414,1423,1389,ID確定,英傑名完全一致,竹中重門,知力上昇Lv.1,生命上昇Lv.1,,2024/7/30,豊鑑の教え,味方全体の生命力を回復し、生命継続減少状態を解除。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0101,47722910,47722910,47722910.webp,images/eiketsu/47722910.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/47722910.webp,独自ID,元サイトIDあり,山県昌景(泰然),侍,侍,7,武芸,根性,勇将,対象外,35774,18746,3057,1883,2244,2178,2552,2344,2404,2692,2331,ID確定,英傑名完全一致,山県昌景(泰然),腕力上昇率向上Lv.5,生命上昇Lv.3,腕力上昇Lv.1,2024/3/22,紅焔燎原,単体に近接攻撃と火属性術攻撃を行い、蓄積値を増幅して放出、対象の生命力に応じ威力増。対象に与ダメージ減少を付与。敵を倒すと追加攻撃。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0102,43984424,43984424,43984424.webp,images/eiketsu/43984424.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/43984424.webp,独自ID,元サイトIDあり,真田信幸(泰然),神主・巫女,薬師,7,神通,根性,長寿,対象外,34520,24490,2987,1633,2170,2662,3027,2280,2330,2342,2414,ID確定,英傑名完全一致,真田信幸(泰然),魅力上昇Lv.5,生命上昇Lv.3,魅力上昇率向上Lv.1,2024/3/22,真田流布陣術,任意味方二体の攻撃力・知力・魅力を上昇。物理攻撃の威力を増加する状態、火属性追加ダメージ効果、標的固定耐性を付与し標的固定を解除。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0103,97364933,97364933,97364933.webp,images/eiketsu/97364933.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/97364933.webp,独自ID,元サイトIDあり,長野業正,侍,侍,6,武士道,根性,長寿,猛将,31943,17607,1686,1537,2070,2156,2555,2041,2056,2073,1976,ID確定,英傑名完全一致,長野業正,耐久上昇Lv.1,生命上昇Lv.1,,2026/04/08,不落の箕輪,敵全体の注意を引きつけ、自身に防御力上昇と物理生命力ダメージを気合ダメージに変換する結界を張る。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0104,41786837,41786837,41786837.webp,images/eiketsu/41786837.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/41786837.webp,独自ID,元サイトIDあり,霧隠才蔵,忍者,忍者,7,忍法,宿将,忍び,対象外,33311,19775,2909,1515,2528,2061,2711,2187,2292,2304,2322,ID確定,英傑名完全一致,霧隠才蔵,器用上昇率向上Lv.5,腕力上昇Lv.3,器用修練志向Lv.1,2024/1/30,霧隠流火薬術,敵全体に疾風怒濤状態を増幅させた間接物理攻撃を行い、物理耐性を低下させ、以後の物理攻撃に追加被害。自身の器用さを上げる。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0105,39434516,39434516,39434516.webp,images/eiketsu/39434516.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/39434516.webp,独自ID,元サイトIDあり,尼子経久,陰陽師,陰陽師,7,仙道,才腕,知将,対象外,36084,21031,1592,1944,2103,2887,2932,2571,2751,2755,2773,ID確定,英傑名完全一致,尼子経久,知力上昇率向上Lv.5,生命上昇Lv.3,魅力上昇Lv.1,2023/12/1,謀聖狡知,敵単体と敵全体に無属性術攻撃を行う。敵全体の生命力に継続ダメージを与え、使用するごとに効果が上昇。敵単体に四属性の呪詛をつける。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0106,33900814,33900814,33900814.webp,images/eiketsu/33900814.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/33900814.webp,独自ID,元サイトIDあり,木下秀長,神主・巫女,薬師,6,神通,才腕,知将,対象外,28865,17893,2441,1030,2103,2587,2617,2139,2061,2179,2041,ID確定,英傑名完全一致,木下秀長,知力上昇Lv.1,腕力上昇Lv.1,,2023/12/1,賢弟の本領,任意味方二体の攻撃力・知力・魅力を上げ、武器に火属性の追加ダメージ効果を付与する。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0107,18823772,18823772,18823772.webp,images/eiketsu/18823772.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/18823772.webp,独自ID,元サイトIDあり,井伊直虎,侍,侍,7,軍学,女傑,猛将,対象外,36576,20635,2857,2147,1676,2830,3075,1131,2070,2731,1149,ID確定,英傑名完全一致,井伊直虎,魅力上昇率向上Lv.5,知力上昇Lv.3,魅力上昇Lv1,2023/10/3,炎虎之焔,敵単体に火属性術攻撃を行い被守護・援護率を低下させる。自身の標的固定耐性を上げ、自分以外の味方を標的固定し、味方全体の術耐性を上昇。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0108,70764716,70764716,70764716.webp,images/eiketsu/70764716.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/70764716.webp,独自ID,元サイトIDあり,名古屋山三郎,傾奇者,傾奇者,7,殺陣,文化人,洒落者,対象外,34058,22428,3037,2050,2000,2796,2948,2513,2507,2506,2513,ID確定,英傑名完全一致,名古屋山三郎,魅力上昇率向上Lv.5,腕力上昇率向上Lv.3,魅力修練志向Lv1,2023/10/3,絢爛大演舞,最高知力の味方の力を借りて単体に近接・術攻撃。味方の知力・魅力と自身の攻撃力を上昇。気合消費減少地勢を張り、妖怪種族に追加ダメージ。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0109,53040201,53040201,53040201.webp,images/eiketsu/53040201.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/53040201.webp,独自ID,元サイトIDあり,大祝鶴,神主・巫女,神主/巫女,6,神道,女傑,洒落者,対象外,27502,18022,2519,950,1840,2006,2648,1501,1498,1481,1516,ID確定,英傑名完全一致,大祝鶴,腕力上昇Lv.1,魅力上昇Lv.1,,2023/10/3,巫女姫の神矢,敵全体に間接攻撃を行い、自身の攻撃力を上昇させる。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0110,46614601,46614601,46614601.webp,images/eiketsu/46614601.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/46614601.webp,独自ID,元サイトIDあり,下間頼廉(籠城),鍛冶屋,鍛冶屋,7,鉄砲鍛冶,神仏の徒,飛道具使い,対象外,32275,15334,3042,2174,2377,2488,1925,1049,1157,1088,1088,ID確定,英傑名完全一致,下間頼廉(籠城),腕力上昇率向上Lv.5,器用上昇率向上Lv.3,腕力上昇Lv.1,2023/9/11,奇襲射撃・縛,敵単体の結界、付与、四象地利状態を解除し対象を長時間近接攻撃不可状態にする間接物理攻撃を行う。精霊種族に追加ダメージ。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0111,43858257,43858257,43858257.webp,images/eiketsu/43858257.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/43858257.webp,独自ID,元サイトIDあり,北条綱成(籠城),鍛冶屋,鍛冶屋,7,鎧鍛冶,名臣,勇将,対象外,36940,20282,1945,2303,2234,2722,2326,2022,1309,1256,1187,ID確定,英傑名完全一致,北条綱成(籠城),耐久上昇率向上Lv.5,生命上昇Lv.3,耐久上昇Lv1,2023/9/11,地黄八幡陣,敵全体の注意を引き、四属性値を低下させる。自身の防御力を上昇させ、連続行動耐性と反射結界を付加。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0112,48554689,48554689,48554689.webp,images/eiketsu/48554689.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/48554689.webp,独自ID,元サイトIDあり,甲斐姫,侍,侍,6,武士道,名臣,女傑,対象外,33172,15339,1086,2000,2155,2445,2602,907,844,738,856,ID確定,英傑名完全一致,甲斐姫,生命上昇Lv.1,生命修練志向Lv.1,,2023/9/11,闘姫堅忍,敵全体の注意を引きつける。自身に強結界を付与し、回避力を上昇。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0113,45999973,45999973,45999973.webp,images/eiketsu/45999973.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/45999973.webp,独自ID,元サイトIDあり,宇喜多直家,僧,僧,7,密教,知将,野心家,対象外,35859,20905,1578,2104,1560,2891,2825,2315,2309,2305,2306,ID確定,英傑名完全一致,宇喜多直家,知力上昇率向上Lv.5,知力上昇Lv.3,知力修練上昇Lv1,2023/8/1,獅子身中の謀,敵全体に無属性術攻撃を行い、生命減少状態と行動生命ダメージ状態にする。自身の生命力を回復し、生命継続回復状態にする。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0114,19138207,19138207,19138207.webp,images/eiketsu/19138207.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/19138207.webp,独自ID,元サイトIDあり,細川藤孝(立役),陰陽師,陰陽師,7,仙道,外交官,文化人,長寿,35586,20726,1332,2000,1642,2823,2952,2724,2687,2629,2611,ID確定,英傑名完全一致,細川藤孝(立役),魅力上昇率向上Lv.5,知力上昇率向上Lv.3,土属性上昇Lv1,2023/8/1,古今雷鳴撃,敵単体と敵全体に土属性術攻撃を行い、術耐性を低下させ、状態レベル2の土属性呪詛を付加。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0115,9176433,9176433,9176433.webp,images/eiketsu/9176433.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/9176433.webp,独自ID,元サイトIDあり,羽柴秀吉,薬師,薬師,7,神通力,知将,対象外,対象外,30323,17422,1114,1680,1458,1832,2652,1323,1306,1264,1270,ID確定,英傑名完全一致,羽柴秀吉,知力上昇Lv.2,魅力上昇Lv.1,,2023/1/27,羽柴の魅惑術,敵3体に一定時間、魅了と強力な生命力減少状態を付与。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0116,71473857,71473857,71473857.webp,images/eiketsu/71473857.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/71473857.webp,独自ID,元サイトIDあり,小早川隆景,僧,僧,7,仏門,名臣,外交官,対象外,32323,18048,1492,1622,976,2915,2874,1169,1250,1141,1192,ID確定,英傑名完全一致,小早川隆景,知力上昇率向上Lv.5,知力上昇Lv.2,,2023/1/27,三子教訓の備,味方全体の生命を回復し、防御力と物理・術耐性を上昇させる。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0117,39273786,39273786,39273786.webp,images/eiketsu/39273786.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/39273786.webp,独自ID,元サイトIDあり,藤堂高虎(名臣),薬師,薬師,7,神通力,世渡り上手,対象外,対象外,30846,18293,946,1680,1458,2546,3020,1323,1306,1264,1270,ID確定,英傑名完全一致,藤堂高虎(名臣),魅力上昇率向上Lv.5,魅力上昇Lv.2,,2023/1/27,高虎の処世術,味方単体と味方全体の生命を回復、味方全体に行動生命回復状態を付与し、生命継続減少状態と呪詛すべてを解除。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0118,83042176,83042176,83042176.webp,images/eiketsu/83042176.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/83042176.webp,独自ID,元サイトIDあり,宝蔵院胤栄,僧,僧,7,僧兵,剣豪,対象外,対象外,30148,15984,3172,1864,2111,2096,2137,1757,1748,1760,1708,ID確定,英傑名完全一致,宝蔵院胤栄,腕力修練志向Lv.5,腕力上昇Lv.2,,2022/12/14,宝蔵院流突尖,敵単体の結界を破壊する、守護の影響を受けない強力な近接攻撃を行う。生命力が50%以下の敵を攻撃するとダメージ追加。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0119,51975022,51975022,51975022.webp,images/eiketsu/51975022.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/51975022.webp,独自ID,元サイトIDあり,上泉信綱,侍,侍,7,武芸,剣豪,才腕,対象外,32008,16246,2856,1542,2174,2017,1817,1198,1349,1173,2658,ID確定,英傑名完全一致,上泉信綱,腕力上昇Lv.5,知力上昇Lv.2,,2022/12/10,新陰流斬空閃,任意の敵3体に間接物理ダメージと風属性術ダメージを与える。人間種族に追加ダメージ。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0120,78556299,78556299,78556299.webp,images/eiketsu/78556299.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/78556299.webp,独自ID,元サイトIDあり,朝倉宗滴,侍,侍,7,武士道,剣豪,対象外,対象外,33986,17839,2295,2078,1667,1886,2217,1167,1237,1067,1101,ID確定,英傑名完全一致,朝倉宗滴,耐久上昇Lv.2,生命上昇Lv.1,,2022/12/10,九頭竜の応戦,敵単体を挑発し、自身に反撃可能な攻撃を受けた際に1回だけ強力な反撃をする状態を付与し、強結界を張る。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
