result_id,record_type,source_file,formation,grade3_flag,bond_count,eiketsu_ids,eiketsu_names,eiketsu_internal_ids,bond_ids,bond_names,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,stat_status,stat_note,calc_source,calc_formula,duplicate_key,calc_warning,calc_filled_at_step,総合値,total_score,top300_source_file
step174_7_361888,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0071|EIK_0024|EIK_0224|EIK_0250|EIK_0156|EIK_0315,納涼忍お綾|今川義元|黒猫ノア|鍋島直茂(人狼)|前田慶次|馬場信春,EIK_0071|EIK_0024|EIK_0224|EIK_0250|EIK_0156|EIK_0315,技巧伝承|多芸多才|文明開化|傾奇者|洒落者の絆|花鳥風月|戦場の華,技巧伝承|多芸多才|文明開化|傾奇者|洒落者の絆|花鳥風月|戦場の華,8979,1245,231,90,201,271,589,336,373,328,345,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0024|EIK_0071|EIK_0156|EIK_0224|EIK_0250|EIK_0315||傾奇者|多芸多才|戦場の華|技巧伝承|文明開化|洒落者の絆|花鳥風月,,step174_validate_repair_7_9,12988,12988,jinpo_result_db_7_part021.csv
step174_7_361889,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0072|EIK_0218|EIK_0215|EIK_0132|EIK_0236|EIK_0304,九鬼嘉隆|蛍(吸血)|加藤清正|真柄直隆|城大工かんな|滝川一益,EIK_0072|EIK_0218|EIK_0215|EIK_0132|EIK_0236|EIK_0304,鍛冶屋|鬼の絆|もののふ|戦場の華|豪傑|鎧袖一触|一気呵成,鍛冶屋|鬼の絆|もののふ|戦場の華|豪傑|鎧袖一触|一気呵成,9841,1043,1024,245,221,47,257,79,77,80,74,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0072|EIK_0132|EIK_0215|EIK_0218|EIK_0236|EIK_0304||もののふ|一気呵成|戦場の華|豪傑|鍛冶屋|鎧袖一触|鬼の絆,,step174_validate_repair_7_9,12988,12988,jinpo_result_db_7_part021.csv
step174_7_361890,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0082|EIK_0089|EIK_0103|EIK_0225|EIK_0321|EIK_0358,山中鹿之介|村上義清|長野業正|佐々木小次郎(涼)|北条氏照|印牧能信,EIK_0082|EIK_0089|EIK_0103|EIK_0225|EIK_0321|EIK_0358,勇猛果敢|泰然自若|根性の絆|猛将の絆|侍|もののふ|勇将の絆,勇猛果敢|泰然自若|根性の絆|猛将の絆|侍|もののふ|勇将の絆,9139,1982,608,418,152,0,110,145,143,157,134,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0082|EIK_0089|EIK_0103|EIK_0225|EIK_0321|EIK_0358||もののふ|侍|勇将の絆|勇猛果敢|根性の絆|泰然自若|猛将の絆,,step174_validate_repair_7_9,12988,12988,jinpo_result_db_7_part021.csv
step174_7_361891,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0082|EIK_0089|EIK_0103|EIK_0345|EIK_0194|EIK_0153,山中鹿之介|村上義清|長野業正|新庄直頼|真田幸村(新星)|本庄繁長,EIK_0082|EIK_0089|EIK_0103|EIK_0345|EIK_0194|EIK_0153,勇猛果敢|泰然自若|根性の絆|猛将の絆|侍|武芸の絆|もののふ,勇猛果敢|泰然自若|根性の絆|猛将の絆|侍|武芸の絆|もののふ,9060,2095,583,391,207,0,114,133,133,139,133,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0082|EIK_0089|EIK_0103|EIK_0153|EIK_0194|EIK_0345||もののふ|侍|勇猛果敢|根性の絆|武芸の絆|泰然自若|猛将の絆,,step174_validate_repair_7_9,12988,12988,jinpo_result_db_7_part021.csv
step174_7_361892,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0082|EIK_0103|EIK_0247|EIK_0324|EIK_0274|EIK_0119,山中鹿之介|長野業正|島左近|明智光秀|海北綱親|上泉信綱,EIK_0082|EIK_0103|EIK_0247|EIK_0324|EIK_0274|EIK_0119,侍|泰然自若|もののふ|根性の絆|謀略家|勇猛果敢|知勇兼備,侍|泰然自若|もののふ|根性の絆|謀略家|勇猛果敢|知勇兼備,9373,1211,473,390,204,175,165,225,231,261,280,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0082|EIK_0103|EIK_0119|EIK_0247|EIK_0274|EIK_0324||もののふ|侍|勇猛果敢|根性の絆|泰然自若|知勇兼備|謀略家,,step174_validate_repair_7_9,12988,12988,jinpo_result_db_7_part021.csv
step174_7_361893,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0082|EIK_0153|EIK_0090|EIK_0050|EIK_0103|EIK_0089,山中鹿之介|本庄繁長|渡辺守綱|渡辺了|長野業正|村上義清,EIK_0082|EIK_0153|EIK_0090|EIK_0050|EIK_0103|EIK_0089,武芸の絆|もののふ|侍|根性の絆|泰然自若|勇猛果敢|猛将の絆,武芸の絆|もののふ|侍|根性の絆|泰然自若|勇猛果敢|猛将の絆,9059,2083,565,377,220,0,113,142,142,148,139,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0050|EIK_0082|EIK_0089|EIK_0090|EIK_0103|EIK_0153||もののふ|侍|勇猛果敢|根性の絆|武芸の絆|泰然自若|猛将の絆,,step174_validate_repair_7_9,12988,12988,jinpo_result_db_7_part021.csv
step174_7_361894,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0082|EIK_0247|EIK_0103|EIK_0283|EIK_0289|EIK_0262,山中鹿之介|島左近|長野業正|光教寺顕誓|三好義賢|立花誾千代(猫又),EIK_0082|EIK_0247|EIK_0103|EIK_0283|EIK_0289|EIK_0262,侍|もののふ|泰然自若|根性の絆|勇猛果敢|武芸の絆|流行創出,侍|もののふ|泰然自若|根性の絆|勇猛果敢|武芸の絆|流行創出,9424,1238,448,401,205,53,109,294,263,287,266,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0082|EIK_0103|EIK_0247|EIK_0262|EIK_0283|EIK_0289||もののふ|侍|勇猛果敢|根性の絆|武芸の絆|泰然自若|流行創出,,step174_validate_repair_7_9,12988,12988,jinpo_result_db_7_part021.csv
step174_7_361895,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0082|EIK_0247|EIK_0103|EIK_0360|EIK_0132|EIK_0095,山中鹿之介|島左近|長野業正|下間頼廉|真柄直隆|柳生宗矩,EIK_0082|EIK_0247|EIK_0103|EIK_0360|EIK_0132|EIK_0095,侍|もののふ|泰然自若|根性の絆|勇猛果敢|武芸の絆|流行創出,侍|もののふ|泰然自若|根性の絆|勇猛果敢|武芸の絆|流行創出,9278,1256,470,389,226,55,111,285,294,316,308,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0082|EIK_0095|EIK_0103|EIK_0132|EIK_0247|EIK_0360||もののふ|侍|勇猛果敢|根性の絆|武芸の絆|泰然自若|流行創出,,step174_validate_repair_7_9,12988,12988,jinpo_result_db_7_part021.csv
step174_7_361896,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0082|EIK_0258|EIK_0107|EIK_0247|EIK_0291|EIK_0287,山中鹿之介|明智光秀(闇)|井伊直虎|島左近|山県昌景|榊原康政,EIK_0082|EIK_0258|EIK_0107|EIK_0247|EIK_0291|EIK_0287,勇猛果敢|もののふ|戦場の華|軍学の絆|豪傑|侍|勇将の絆,勇猛果敢|もののふ|戦場の華|軍学の絆|豪傑|侍|勇将の絆,9898,1376,778,325,201,135,275,0,0,0,0,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0082|EIK_0107|EIK_0247|EIK_0258|EIK_0287|EIK_0291||もののふ|侍|勇将の絆|勇猛果敢|戦場の華|豪傑|軍学の絆,,step174_validate_repair_7_9,12988,12988,jinpo_result_db_7_part021.csv
step174_7_361897,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0093|EIK_0129|EIK_0387|EIK_0058|EIK_0042|EIK_0156,大内義隆|朝倉義景|朝倉義景(八雷)|早川殿|谷忠澄|前田慶次,EIK_0093|EIK_0129|EIK_0387|EIK_0058|EIK_0042|EIK_0156,山紫水明|技巧伝承|文化人の絆|外交官の絆|傾奇者|多芸多才|文明開化,山紫水明|技巧伝承|文化人の絆|外交官の絆|傾奇者|多芸多才|文明開化,9827,0,119,96,432,343,396,497,431,411,436,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0042|EIK_0058|EIK_0093|EIK_0129|EIK_0156|EIK_0387||傾奇者|外交官の絆|多芸多才|山紫水明|技巧伝承|文化人の絆|文明開化,,step174_validate_repair_7_9,12988,12988,jinpo_result_db_7_part021.csv
step174_7_361898,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0103|EIK_0247|EIK_0101|EIK_0289|EIK_0262|EIK_0274,長野業正|島左近|山県昌景(泰然)|三好義賢|立花誾千代(猫又)|海北綱親,EIK_0103|EIK_0247|EIK_0101|EIK_0289|EIK_0262|EIK_0274,侍|根性の絆|泰然自若|もののふ|武芸の絆|流行創出|勇猛果敢,侍|根性の絆|泰然自若|もののふ|武芸の絆|流行創出|勇猛果敢,9462,1191,447,401,203,53,108,298,266,282,277,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0101|EIK_0103|EIK_0247|EIK_0262|EIK_0274|EIK_0289||もののふ|侍|勇猛果敢|根性の絆|武芸の絆|泰然自若|流行創出,,step174_validate_repair_7_9,12988,12988,jinpo_result_db_7_part021.csv
step174_7_361899,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0107|EIK_0230|EIK_0249|EIK_0139|EIK_0291|EIK_0217,井伊直虎|出雲阿国(野望)|道場娘まり(和装)|足利義輝|山県昌景|宮本武蔵(涼),EIK_0107|EIK_0230|EIK_0249|EIK_0139|EIK_0291|EIK_0217,女傑の絆|戦場の華|侍|剣豪の絆|軍学の絆|豪傑|もののふ,女傑の絆|戦場の華|侍|剣豪の絆|軍学の絆|豪傑|もののふ,9870,1412,778,173,213,126,416,0,0,0,0,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0107|EIK_0139|EIK_0217|EIK_0230|EIK_0249|EIK_0291||もののふ|侍|剣豪の絆|女傑の絆|戦場の華|豪傑|軍学の絆,,step174_validate_repair_7_9,12988,12988,jinpo_result_db_7_part021.csv
step174_7_361900,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0107|EIK_0256|EIK_0249|EIK_0139|EIK_0291|EIK_0217,井伊直虎|魔女ルシア|道場娘まり(和装)|足利義輝|山県昌景|宮本武蔵(涼),EIK_0107|EIK_0256|EIK_0249|EIK_0139|EIK_0291|EIK_0217,女傑の絆|戦場の華|侍|剣豪の絆|軍学の絆|豪傑|もののふ,女傑の絆|戦場の華|侍|剣豪の絆|軍学の絆|豪傑|もののふ,9842,1447,783,176,205,127,408,0,0,0,0,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0107|EIK_0139|EIK_0217|EIK_0249|EIK_0256|EIK_0291||もののふ|侍|剣豪の絆|女傑の絆|戦場の華|豪傑|軍学の絆,,step174_validate_repair_7_9,12988,12988,jinpo_result_db_7_part021.csv
step174_7_361901,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0160|EIK_0069|EIK_0388|EIK_0113|EIK_0008|EIK_0076,風魔小太郎|蜂須賀正勝|お市(八雷)|宇喜多直家|風魔小太郎(野望)|伊賀崎道順,EIK_0160|EIK_0069|EIK_0388|EIK_0113|EIK_0008|EIK_0076,影の者|王佐之才|能鷹隠爪|忍術の絆|忍びの絆|一気呵成|飛道具使いの絆,影の者|王佐之才|能鷹隠爪|忍術の絆|忍びの絆|一気呵成|飛道具使いの絆,9898,874,442,139,497,123,476,135,124,133,147,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0008|EIK_0069|EIK_0076|EIK_0113|EIK_0160|EIK_0388||一気呵成|影の者|忍びの絆|忍術の絆|王佐之才|能鷹隠爪|飛道具使いの絆,,step174_validate_repair_7_9,12988,12988,jinpo_result_db_7_part021.csv
step174_7_361902,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0247|EIK_0082|EIK_0103|EIK_0100|EIK_0331|EIK_0322,島左近|山中鹿之介|長野業正|竹中重門|果心居士|北条氏政,EIK_0247|EIK_0082|EIK_0103|EIK_0100|EIK_0331|EIK_0322,侍|もののふ|泰然自若|根性の絆|老練闊達|柔能制剛|謀略家,侍|もののふ|泰然自若|根性の絆|老練闊達|柔能制剛|謀略家,9017,2003,289,338,140,280,116,193,196,220,196,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0082|EIK_0100|EIK_0103|EIK_0247|EIK_0322|EIK_0331||もののふ|侍|柔能制剛|根性の絆|泰然自若|老練闊達|謀略家,,step174_validate_repair_7_9,12988,12988,jinpo_result_db_7_part021.csv
step174_7_361903,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0247|EIK_0082|EIK_0103|EIK_0196|EIK_0322|EIK_0308,島左近|山中鹿之介|長野業正|浅井長政(婚礼)|北条氏政|朝倉景鏡,EIK_0247|EIK_0082|EIK_0103|EIK_0196|EIK_0322|EIK_0308,侍|もののふ|泰然自若|根性の絆|武士道の絆|柔能制剛|謀略家,侍|もののふ|泰然自若|根性の絆|武士道の絆|柔能制剛|謀略家,9533,1376,254,432,144,213,200,224,197,207,208,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0082|EIK_0103|EIK_0196|EIK_0247|EIK_0308|EIK_0322||もののふ|侍|柔能制剛|根性の絆|武士道の絆|泰然自若|謀略家,,step174_validate_repair_7_9,12988,12988,jinpo_result_db_7_part021.csv
step174_7_361904,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0017|EIK_0064|EIK_0095|EIK_0291|EIK_0322|EIK_0343,堀秀政|雑賀孫市(道化)|柳生宗矩|山県昌景|北条氏政|山本勘助,EIK_0017|EIK_0064|EIK_0095|EIK_0291|EIK_0322|EIK_0343,才腕の絆|技巧伝承|文明開化|多芸多才|侍|知勇兼備|立役者,才腕の絆|技巧伝承|文明開化|多芸多才|侍|知勇兼備|立役者,9014,1157,215,151,369,283,383,331,345,370,369,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0017|EIK_0064|EIK_0095|EIK_0291|EIK_0322|EIK_0343||侍|多芸多才|才腕の絆|技巧伝承|文明開化|知勇兼備|立役者,,step174_validate_repair_7_9,12987,12987,jinpo_result_db_7_part021.csv
step174_7_361905,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0042|EIK_0119|EIK_0256|EIK_0317|EIK_0229|EIK_0093,谷忠澄|上泉信綱|魔女ルシア|不破光治|出雲阿国(神将)|大内義隆,EIK_0042|EIK_0119|EIK_0256|EIK_0317|EIK_0229|EIK_0093,竜飛鳳舞|多芸多才|技巧伝承|花鳥風月|戦場の華|傾奇者|文明開化,竜飛鳳舞|多芸多才|技巧伝承|花鳥風月|戦場の華|傾奇者|文明開化,9205,1336,303,84,221,392,490,236,226,211,283,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0042|EIK_0093|EIK_0119|EIK_0229|EIK_0256|EIK_0317||傾奇者|多芸多才|戦場の華|技巧伝承|文明開化|竜飛鳳舞|花鳥風月,,step174_validate_repair_7_9,12987,12987,jinpo_result_db_7_part021.csv
step174_7_361906,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0042|EIK_0156|EIK_0093|EIK_0157|EIK_0114|EIK_0345,谷忠澄|前田慶次|大内義隆|筒井順慶|細川藤孝(立役)|新庄直頼,EIK_0042|EIK_0156|EIK_0093|EIK_0157|EIK_0114|EIK_0345,傾奇者|多芸多才|文明開化|山紫水明|技巧伝承|文化人の絆|巧言令色,傾奇者|多芸多才|文明開化|山紫水明|技巧伝承|文化人の絆|巧言令色,9242,905,133,146,297,293,399,380,416,365,411,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0042|EIK_0093|EIK_0114|EIK_0156|EIK_0157|EIK_0345||傾奇者|多芸多才|山紫水明|巧言令色|技巧伝承|文化人の絆|文明開化,,step174_validate_repair_7_9,12987,12987,jinpo_result_db_7_part021.csv
step174_7_361907,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0082|EIK_0089|EIK_0103|EIK_0227|EIK_0181|EIK_0039,山中鹿之介|村上義清|長野業正|種子島時堯|本多忠勝|十河一存,EIK_0082|EIK_0089|EIK_0103|EIK_0227|EIK_0181|EIK_0039,勇猛果敢|泰然自若|根性の絆|猛将の絆|侍|武芸の絆|もののふ,勇猛果敢|泰然自若|根性の絆|猛将の絆|侍|武芸の絆|もののふ,9205,1931,613,377,212,0,106,128,135,149,131,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0039|EIK_0082|EIK_0089|EIK_0103|EIK_0181|EIK_0227||もののふ|侍|勇猛果敢|根性の絆|武芸の絆|泰然自若|猛将の絆,,step174_validate_repair_7_9,12987,12987,jinpo_result_db_7_part021.csv
step174_7_361908,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0082|EIK_0089|EIK_0103|EIK_0359|EIK_0186|EIK_0153,山中鹿之介|村上義清|長野業正|塩屋秋貞|伊達政宗(新星)|本庄繁長,EIK_0082|EIK_0089|EIK_0103|EIK_0359|EIK_0186|EIK_0153,勇猛果敢|泰然自若|根性の絆|猛将の絆|侍|武芸の絆|もののふ,勇猛果敢|泰然自若|根性の絆|猛将の絆|侍|武芸の絆|もののふ,9141,2054,565,383,207,0,114,128,128,137,130,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0082|EIK_0089|EIK_0103|EIK_0153|EIK_0186|EIK_0359||もののふ|侍|勇猛果敢|根性の絆|武芸の絆|泰然自若|猛将の絆,,step174_validate_repair_7_9,12987,12987,jinpo_result_db_7_part021.csv
step174_7_361909,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0083|EIK_0081|EIK_0087|EIK_0157|EIK_0038|EIK_0369,豊臣秀吉|陶晴賢|香宗我部親泰|筒井順慶|支倉常長|泉田重光,EIK_0083|EIK_0081|EIK_0087|EIK_0157|EIK_0038|EIK_0369,柔能制剛|謀略家|才腕の絆|摂理探究|技巧伝承|侍|雄材大略,柔能制剛|謀略家|才腕の絆|摂理探究|技巧伝承|侍|雄材大略,8988,1422,209,67,291,413,104,345,413,347,388,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0038|EIK_0081|EIK_0083|EIK_0087|EIK_0157|EIK_0369||侍|才腕の絆|技巧伝承|摂理探究|柔能制剛|謀略家|雄材大略,,step174_validate_repair_7_9,12987,12987,jinpo_result_db_7_part021.csv
